1000 20000
0 999
605 998 64
191 927 100
260 211 50
977 524 48
833 834 91
606 759 4
841 822 14
441 93 32
718 982 11
980 88 51
999 432 83
46 154 16
806 918 80
22 773 22
452 699 73
82 68 4
830 142 65
265 418 3
901 327 74
534 249 82
877 440 54
265 66 20
769 847 90
321 355 86
448 669 17
748 303 29
292 699 99
116 421 43
378 555 56
197 784 11
211 198 11
387 855 79
374 682 72
149 38 86
732 322 34
676 390 3
242 148 93
746 987 85
501 469 15
981 304 49
225 873 29
298 115 12
666 138 78
383 95 40
898 330 97
568 158 41
701 139 86
89 809 85
606 722 3
528 285 24
382 683 32
758 952 97
633 799 22
727 211 25
894 196 99
781 475 13
544 563 26
359 771 82
929 749 71
736 150 83
418 416 73
657 292 95
200 160 97
968 232 92
370 485 16
886 884 26
361 689 91
511 207 96
65 607 50
841 421 19
215 939 85
405 189 37
604 542 32
789 411 24
117 720 73
929 308 17
426 662 60
628 8 85
986 175 6
953 642 60
655 702 71
443 430 33
438 484 98
857 657 64
946 528 33
790 655 18
560 498 26
141 464 57
345 169 76
155 715 24
45 460 75
234 938 68
787 913 48
148 975 69
797 94 86
678 250 83
219 753 87
803 518 79
199 650 63
840 626 10
402 313 68
831 216 7
936 269 79
215 94 44
270 958 17
294 64 46
149 529 70
621 456 87
392 911 64
743 307 87
454 574 83
885 334 32
450 633 81
203 517 11
560 129 36
79 91 97
472 914 3
299 284 36
264 201 86
744 181 62
520 482 54
155 779 19
458 923 69
874 313 38
745 455 22
131 756 52
187 482 72
761 980 34
620 419 3
835 90 80
762 415 83
988 412 56
709 50 68
553 351 79
888 420 100
792 902 77
383 688 68
766 82 32
728 100 91
890 329 17
773 152 53
10 686 74
54 356 89
775 968 85
258 573 68
467 561 36
591 853 97
796 927 46
454 279 76
763 732 10
606 623 55
420 194 90
0 652 61
465 192 67
816 752 16
364 659 63
972 722 32
701 105 86
344 618 80
889 121 15
653 694 20
225 477 39
712 414 44
72 20 79
842 21 96
665 130 58
245 226 12
234 641 17
401 980 40
179 236 2
38 684 54
859 239 7
92 995 4
367 217 20
877 279 11
976 321 84
778 131 11
272 921 43
399 916 45
138 322 47
329 685 50
996 197 54
916 750 12
545 208 35
897 33 81
756 611 13
828 63 3
553 99 19
260 584 45
920 881 96
599 570 23
925 457 19
59 566 33
43 679 30
75 201 9
985 752 23
903 812 32
392 432 35
354 180 99
538 739 42
593 846 39
809 699 97
635 873 23
704 502 15
732 925 51
399 11 1
686 503 94
324 52 29
934 127 79
831 190 72
253 599 69
614 486 26
67 275 53
577 732 96
929 400 17
113 126 32
968 280 44
68 393 79
293 257 11
374 34 46
2 157 11
26 20 55
58 252 29
210 989 34
879 362 49
493 690 100
987 489 28
927 611 62
228 201 14
248 246 27
465 170 32
928 980 97
209 651 16
420 319 72
489 131 67
268 576 63
36 355 74
799 954 76
442 248 97
391 497 64
454 378 56
7 342 73
42 941 25
389 377 37
752 659 85
5 921 23
756 467 75
44 24 66
705 404 97
724 317 27
205 266 13
871 189 1
381 24 61
368 166 70
491 968 29
749 796 19
979 830 80
196 240 42
205 997 55
685 969 51
140 644 24
983 279 28
380 664 68
427 133 74
876 281 52
29 434 87
954 610 50
898 668 6
467 647 7
544 820 53
10 545 84
8 719 100
20 29 29
266 81 31
938 162 70
562 585 50
80 298 99
860 789 34
857 877 66
750 313 20
353 412 89
265 933 79
65 79 31
859 401 72
660 964 49
70 795 7
986 42 82
841 248 37
924 273 6
292 661 71
925 449 22
101 261 38
985 791 64
448 396 87
248 169 2
475 842 56
909 118 48
874 908 65
332 872 88
256 897 91
967 256 33
997 38 84
894 449 81
792 215 17
245 805 54
722 922 7
401 829 34
249 695 63
418 408 48
402 447 37
712 76 74
700 332 10
694 681 34
238 352 33
45 116 10
330 908 5
849 390 62
467 253 51
70 573 40
604 683 14
329 881 81
706 759 8
351 477 2
718 810 82
317 909 23
774 600 79
278 335 60
600 29 44
560 282 94
277 569 59
464 879 78
834 404 35
317 346 21
810 228 39
689 886 69
249 366 20
986 700 49
634 425 96
67 927 40
439 366 38
700 405 62
636 344 16
639 582 54
826 224 86
716 457 90
244 128 80
136 989 39
816 721 65
616 640 6
847 665 56
737 106 94
380 609 51
104 460 2
337 850 51
789 576 11
205 258 81
163 682 84
963 548 81
51 256 53
37 933 46
662 796 56
764 606 5
617 13 97
380 108 80
992 720 49
517 740 61
987 337 14
234 815 68
273 763 18
47 578 56
433 666 72
260 988 41
67 613 80
471 866 47
130 129 50
818 603 81
278 100 3
541 104 67
962 380 97
55 221 1
216 46 29
904 938 60
623 847 56
481 751 28
598 569 2
11 686 44
666 568 63
410 197 21
686 836 27
906 91 64
15 628 66
401 37 16
114 167 30
896 906 24
836 293 19
157 193 42
931 168 88
950 913 81
617 519 37
781 503 22
341 753 53
658 908 20
785 109 86
611 497 59
686 743 90
275 304 30
80 723 14
153 740 28
136 21 64
338 908 92
184 89 53
281 160 49
460 89 53
938 476 73
890 682 52
710 851 87
955 62 41
438 669 74
710 984 86
918 488 77
390 855 43
141 710 84
250 407 67
433 642 74
367 267 32
973 76 70
981 744 35
513 955 5
596 346 88
435 172 28
597 611 41
961 337 99
439 344 43
241 406 30
342 911 93
330 563 15
705 922 80
440 640 23
14 974 87
880 359 46
963 457 75
274 163 89
244 153 69
545 855 85
696 463 19
607 183 25
999 933 21
182 504 99
624 925 95
551 943 79
250 52 96
116 743 18
844 842 57
265 739 39
62 854 65
630 556 83
907 849 40
39 876 12
185 701 63
19 720 85
174 122 83
514 903 8
133 52 89
167 419 25
6 457 37
894 924 12
103 940 94
477 1 24
827 538 97
15 545 61
506 817 34
994 282 87
990 961 67
227 727 49
574 881 92
281 267 22
170 944 12
870 731 61
275 920 72
407 225 95
405 783 47
275 625 72
320 969 39
451 744 20
650 171 87
979 956 79
786 667 91
247 594 70
984 667 70
900 358 13
77 48 23
740 407 57
584 717 77
432 230 16
999 965 58
314 867 61
311 226 55
129 354 81
70 610 65
451 940 93
854 141 60
934 586 13
343 14 6
103 632 74
737 266 13
214 352 41
810 554 50
358 945 43
266 765 94
382 239 23
903 689 75
355 476 76
103 990 83
811 606 81
105 104 59
116 807 19
915 827 53
880 444 19
87 179 52
120 736 76
705 533 67
365 59 70
926 442 56
997 385 53
851 185 96
142 724 1
929 596 12
604 500 73
638 241 97
714 530 72
673 291 97
814 986 72
472 539 27
126 911 17
975 522 12
928 648 11
890 642 1
202 574 14
459 729 55
612 121 9
800 0 2
137 495 13
706 853 9
702 321 13
348 342 25
488 662 70
858 714 45
199 278 68
825 268 40
956 825 89
142 641 91
445 579 51
767 371 16
733 305 1
607 403 70
792 856 24
865 325 18
516 833 69
250 498 23
606 450 3
247 837 44
368 570 62
221 605 26
457 697 41
603 535 25
977 45 44
553 635 15
35 253 51
640 384 28
911 437 94
193 472 73
241 72 18
605 584 80
478 158 33
952 516 70
67 614 44
744 598 96
600 45 48
921 109 99
226 972 31
853 289 46
556 606 9
675 586 44
343 513 85
523 463 59
58 424 66
134 976 37
738 951 67
530 791 24
129 303 76
389 513 87
72 60 25
411 758 21
647 248 78
273 717 80
350 202 4
800 440 44
348 9 36
942 21 18
86 547 99
104 887 95
339 266 3
94 98 70
109 265 11
776 752 75
493 83 66
445 995 20
361 791 21
355 63 21
379 834 37
499 274 75
136 734 63
38 966 61
389 710 1
974 395 8
795 342 56
893 591 84
109 658 32
557 344 34
472 774 99
100 42 21
543 870 61
650 678 79
407 858 74
299 824 9
739 514 39
696 47 43
712 585 50
552 381 69
355 794 87
143 935 37
966 997 59
21 174 29
972 101 67
35 372 67
698 26 94
37 346 49
698 425 62
815 408 56
640 695 45
696 884 98
889 640 21
916 406 82
507 360 90
945 833 65
439 843 18
901 994 82
30 931 27
824 667 70
825 464 10
899 793 28
962 974 24
434 578 87
922 845 71
192 456 36
28 74 60
364 842 5
294 528 17
334 799 97
721 230 25
763 165 38
849 848 43
242 503 39
819 565 4
261 181 58
456 557 1
753 638 32
183 30 50
134 456 57
900 634 86
57 369 92
678 745 47
162 446 41
703 329 47
923 542 29
26 940 98
992 490 71
744 256 2
408 749 28
485 56 75
977 780 75
426 845 12
677 282 94
248 939 86
138 847 44
129 919 50
595 636 56
702 258 12
393 460 77
117 123 13
165 914 79
181 576 61
6 868 84
286 700 92
229 644 92
599 884 35
137 847 61
138 681 92
481 484 61
308 7 32
851 239 88
640 348 83
389 724 3
980 301 12
363 515 47
426 616 35
614 207 25
507 730 47
778 787 86
198 226 36
509 336 46
770 715 87
746 468 84
942 426 77
380 147 43
863 869 25
493 105 28
731 481 99
247 940 59
407 318 85
321 20 85
582 267 71
288 738 100
619 126 51
4 213 75
537 509 22
932 616 2
164 254 10
979 637 56
245 995 19
940 596 99
303 632 26
458 181 70
162 775 59
177 947 64
928 697 75
336 786 72
71 77 77
944 507 49
863 320 76
985 78 84
344 35 62
202 897 54
236 724 4
557 353 23
433 320 1
503 751 27
470 244 14
920 33 41
176 78 62
312 308 52
76 287 23
902 815 15
364 593 48
977 577 70
482 18 4
83 832 31
228 830 82
223 733 63
658 709 12
933 293 4
745 9 74
52 45 21
16 282 81
952 463 60
915 114 17
513 984 48
53 56 58
607 999 3
518 209 20
84 872 39
541 955 77
437 864 5
831 318 36
401 731 5
839 571 31
884 204 86
196 737 95
203 578 67
972 897 43
983 76 25
215 821 83
210 304 22
45 892 3
477 111 17
876 345 95
760 83 75
69 981 32
884 786 44
104 683 82
340 136 84
554 523 17
870 8 86
356 583 5
656 3 72
590 116 48
111 90 26
30 87 57
685 663 97
478 580 17
541 835 95
24 973 83
460 379 73
647 696 37
290 719 76
403 564 89
568 388 88
246 949 44
219 25 98
865 825 88
321 913 12
714 616 49
994 115 65
320 591 88
734 25 50
400 13 18
606 615 8
323 814 71
164 606 41
554 705 33
362 932 90
104 484 61
305 43 66
70 907 75
251 450 97
221 809 40
463 305 43
641 614 1
431 33 17
794 625 42
626 744 89
98 618 22
323 443 2
222 103 24
823 546 87
622 944 53
936 239 76
563 173 84
881 309 89
96 320 97
102 980 66
821 493 50
527 347 4
462 908 77
216 480 59
746 458 28
632 621 67
118 155 17
611 868 34
150 972 9
335 394 82
60 740 45
728 935 34
772 684 33
488 761 24
954 738 41
835 16 59
693 976 21
113 409 69
631 11 15
924 750 24
627 242 72
280 208 95
367 307 36
221 674 97
994 723 78
125 374 40
397 0 89
74 490 26
739 13 94
15 267 25
797 899 21
9 769 77
758 857 57
373 721 13
317 382 97
263 271 24
426 336 96
19 820 12
159 843 5
302 315 19
633 308 4
880 734 54
581 767 63
394 794 4
900 857 96
777 665 12
546 704 83
979 8 17
728 854 28
74 719 47
950 982 12
913 519 48
494 522 41
91 44 6
590 659 37
630 892 82
308 833 17
124 103 75
583 933 39
742 376 46
312 429 58
196 498 94
899 178 47
530 462 43
128 79 40
76 149 99
317 504 69
15 857 37
627 163 8
338 821 89
290 448 88
771 843 1
489 349 9
664 658 16
792 80 38
901 441 32
0 998 67
719 32 33
823 418 37
14 862 56
420 510 61
47 386 58
724 639 84
701 458 72
708 266 90
836 14 71
751 572 73
826 346 81
0 832 72
852 731 42
549 544 63
895 810 33
574 113 9
993 895 73
640 897 16
729 33 59
402 875 82
253 652 100
119 57 71
926 722 80
687 121 37
962 988 29
360 757 66
652 406 55
268 338 49
219 39 21
674 966 95
559 356 90
320 330 8
463 308 19
536 709 41
311 279 68
299 229 35
896 27 48
774 916 73
522 853 52
762 746 63
842 352 55
893 289 52
37 835 36
522 411 16
384 824 60
355 927 90
984 536 47
591 25 66
109 840 30
146 702 76
371 570 73
453 558 32
862 613 72
138 336 64
96 961 47
737 313 54
811 567 32
374 989 4
284 997 40
140 557 53
981 675 55
273 984 50
352 7 17
948 496 57
431 422 2
833 721 13
470 596 54
922 500 16
774 700 14
46 744 85
51 567 10
128 671 55
247 449 29
786 998 16
35 806 26
773 38 41
231 614 92
805 51 34
894 54 55
268 181 96
70 859 65
7 216 91
264 187 55
493 592 46
221 652 1
862 149 67
885 324 23
782 266 49
199 44 49
583 726 2
762 862 14
578 907 11
243 558 64
95 459 83
199 142 2
559 682 88
860 29 42
508 80 93
67 431 84
748 235 3
625 968 35
282 730 84
353 415 11
472 111 22
536 1 19
171 69 62
199 553 43
789 86 36
155 601 13
819 691 92
777 604 5
936 73 30
823 254 49
576 152 14
45 588 53
243 329 9
528 862 83
243 470 52
43 149 86
585 278 89
513 206 79
150 108 80
368 858 20
818 745 97
30 128 27
524 657 33
434 894 34
345 924 77
515 844 52
222 309 1
194 364 100
290 641 66
280 94 13
574 513 29
634 18 98
931 622 61
551 377 42
389 348 16
171 348 88
699 977 43
420 798 15
410 615 32
909 496 20
714 926 30
611 366 38
47 623 94
323 823 32
618 900 33
506 360 22
149 425 93
231 607 89
266 862 60
957 454 16
858 765 11
561 517 78
173 556 28
517 108 3
648 827 38
7 642 69
53 497 7
891 153 19
814 978 58
387 344 37
673 846 87
598 431 33
867 790 43
889 381 59
196 251 69
414 818 15
189 264 86
244 71 92
99 383 57
435 667 60
50 32 46
228 732 25
497 288 94
762 813 35
357 19 14
22 766 43
464 792 12
424 750 56
186 267 60
833 14 18
142 691 45
909 204 29
157 32 67
812 481 11
232 371 42
63 996 93
41 196 80
990 670 48
417 321 93
101 969 88
616 807 81
734 965 66
365 405 40
378 885 27
15 356 42
492 783 35
789 199 12
536 271 57
373 363 49
397 916 41
684 481 46
248 633 45
796 993 43
815 823 56
509 870 63
611 567 69
717 869 100
767 708 17
447 226 74
367 140 2
868 503 24
569 484 91
237 937 14
976 63 7
184 787 26
427 639 2
650 246 22
441 991 17
944 837 38
330 196 67
683 895 45
676 305 96
448 299 14
326 121 100
719 800 39
971 400 14
769 932 68
162 583 90
762 574 89
353 7 71
167 216 73
674 126 10
911 952 96
116 316 92
8 540 33
669 265 76
105 539 18
892 545 23
974 197 33
680 493 30
129 149 19
277 204 21
926 448 22
871 119 54
677 822 30
406 926 73
728 480 7
53 786 49
298 480 55
978 343 94
620 180 22
393 844 13
3 145 57
418 7 86
206 480 95
912 745 51
794 7 90
522 545 45
908 878 75
431 903 84
352 427 40
351 982 10
56 548 72
883 700 63
118 570 28
443 554 39
250 140 61
617 26 37
181 460 6
395 316 29
50 965 28
944 839 27
869 431 5
118 837 93
584 61 47
544 551 75
857 401 35
331 399 40
630 6 37
242 579 65
307 854 54
286 925 14
512 940 17
279 963 28
994 207 65
388 36 82
269 460 90
194 673 67
14 24 2
756 81 59
690 845 1
621 609 39
894 201 56
369 670 49
815 17 73
440 346 50
847 609 46
307 735 39
285 392 56
591 101 78
35 136 95
487 265 80
454 308 71
301 760 87
223 234 92
812 169 14
482 169 71
96 475 66
372 962 73
943 907 67
49 165 91
612 707 87
414 84 32
799 738 24
257 37 9
768 669 1
534 961 68
320 202 75
121 419 36
57 606 43
663 42 92
784 141 100
821 247 1
39 784 65
573 317 59
322 595 13
676 238 3
696 601 85
672 519 73
718 40 29
836 471 36
979 442 36
74 865 17
325 281 5
10 114 12
375 378 61
280 36 45
618 628 73
757 376 9
814 598 66
910 940 93
640 638 59
34 655 3
261 863 39
62 518 26
165 912 56
208 814 86
941 548 41
273 215 85
62 35 3
109 738 62
209 777 100
498 725 61
223 44 42
303 190 70
634 886 97
0 135 62
467 796 38
778 242 50
747 463 62
998 162 50
96 829 22
70 308 100
813 365 96
15 167 41
98 944 11
244 927 15
881 973 7
486 462 46
717 915 65
535 128 23
551 810 70
827 981 60
365 413 10
707 46 82
11 53 66
163 161 99
465 206 81
932 200 44
18 505 86
238 155 47
872 413 97
863 900 29
286 987 64
882 77 99
65 911 55
892 854 68
220 742 65
132 619 58
165 177 12
473 626 76
271 289 62
68 682 18
686 452 7
440 334 13
105 708 32
362 526 28
817 906 42
836 175 10
651 103 4
716 126 74
185 884 19
507 922 93
687 959 48
799 677 65
264 449 92
546 296 85
841 84 88
678 229 37
375 435 67
900 486 55
934 249 22
803 578 76
381 949 53
492 177 99
112 52 19
275 584 45
802 893 82
91 522 53
313 189 98
593 251 63
790 70 55
937 691 36
659 69 81
337 786 8
878 941 30
339 560 68
70 786 82
865 22 78
149 296 83
306 244 58
146 846 92
374 13 33
633 308 36
705 882 37
892 379 8
508 252 53
165 965 63
799 580 77
762 303 75
125 503 60
452 388 38
487 677 83
906 100 39
407 778 13
22 770 58
431 464 76
511 659 83
264 293 2
474 392 51
32 622 9
644 877 85
72 331 95
48 806 44
555 196 42
771 147 15
908 790 37
254 333 52
889 361 81
277 595 5
253 913 59
31 708 84
967 885 80
835 599 83
94 792 81
592 916 87
236 741 11
156 182 92
519 104 33
378 263 30
167 897 18
902 730 50
332 761 34
470 571 63
633 110 2
25 20 83
305 214 66
430 459 51
896 424 70
422 529 27
468 695 70
949 978 45
351 872 45
365 13 16
100 893 1
922 4 83
930 221 97
931 605 12
588 264 82
132 383 83
487 917 55
168 653 59
662 126 60
378 82 76
64 287 77
55 275 30
22 840 64
331 628 51
555 74 57
426 464 84
88 733 16
100 946 5
474 112 90
696 247 87
823 102 64
830 718 53
176 563 60
895 71 32
202 791 32
279 262 90
11 932 82
946 796 87
396 76 42
331 984 11
749 545 12
921 808 34
912 605 6
748 366 9
276 824 25
325 387 13
55 49 12
249 62 32
300 533 10
621 875 79
624 273 71
388 95 71
651 157 37
257 151 55
439 229 27
364 308 45
110 5 56
441 996 49
935 737 85
992 535 3
32 79 72
771 744 79
668 298 79
586 910 60
418 151 11
631 514 27
845 582 1
646 176 92
186 855 28
691 129 28
345 836 41
344 883 84
521 416 75
163 52 100
201 644 98
492 384 75
150 396 51
313 35 60
104 550 27
632 317 33
540 272 22
405 964 73
231 720 14
292 615 87
265 782 28
293 927 92
416 839 78
286 930 33
105 127 73
651 323 22
523 386 55
705 761 47
603 794 26
984 693 23
673 29 6
143 849 17
650 124 16
993 723 66
467 224 2
283 204 55
730 219 81
415 432 96
818 908 27
276 898 73
74 712 37
882 505 10
789 858 3
547 915 47
889 874 48
796 786 38
385 821 75
632 733 83
461 504 40
42 225 38
295 970 48
257 999 21
900 783 12
45 447 9
386 620 34
326 647 98
65 929 69
731 267 87
268 61 60
482 214 8
123 803 14
109 834 13
255 187 9
339 825 93
949 730 25
806 477 6
954 436 10
848 777 38
886 263 49
589 978 78
386 674 80
166 65 34
761 79 32
765 398 44
190 223 71
655 658 17
696 607 51
994 34 91
134 100 85
433 280 93
499 501 41
859 37 13
508 418 49
464 587 31
68 902 39
830 872 98
946 395 20
125 992 84
850 192 42
151 972 62
556 287 69
685 429 5
486 716 65
597 283 26
332 389 48
370 843 74
863 347 34
973 223 85
653 300 47
499 751 5
789 69 37
501 821 54
360 898 9
643 607 84
733 315 74
340 778 26
746 445 92
804 743 49
973 714 45
525 278 18
919 938 9
538 722 94
321 736 62
607 410 57
888 501 100
227 183 94
859 125 53
1 559 51
515 672 30
729 6 59
684 452 55
576 806 61
344 693 61
707 347 48
291 90 86
122 334 91
921 313 39
660 106 72
500 457 15
817 150 19
93 975 98
102 884 23
484 733 44
162 327 96
191 549 84
617 97 70
936 470 98
799 781 15
828 915 79
673 519 100
983 40 52
150 850 81
991 503 33
84 992 76
787 276 88
384 537 11
653 167 12
772 624 76
3 677 58
32 704 79
939 452 49
760 430 70
206 782 89
917 106 38
593 574 55
400 784 34
533 442 55
971 582 18
515 441 20
798 340 12
493 736 35
595 634 58
462 298 1
654 745 20
882 274 2
950 26 99
531 708 33
219 212 42
908 637 93
725 176 68
721 276 72
661 82 12
97 855 58
780 951 38
344 992 7
305 167 24
356 974 23
436 509 18
689 465 14
301 839 9
57 426 63
69 803 68
391 964 53
864 664 84
185 754 24
927 793 37
321 840 90
191 550 41
326 492 35
465 685 8
269 296 5
787 381 40
332 832 87
174 194 67
233 492 74
520 326 38
943 724 72
708 201 62
132 134 19
57 529 57
733 653 71
709 754 85
624 663 83
861 256 23
614 471 20
572 712 71
236 958 30
646 682 46
524 280 81
443 478 23
616 760 32
554 421 32
531 263 37
537 571 100
524 450 38
353 174 76
442 708 59
830 948 96
875 623 3
102 945 18
435 232 9
670 636 92
362 43 91
147 354 26
852 529 74
880 293 8
990 10 20
157 919 39
26 83 74
772 405 74
974 292 6
423 244 24
459 55 19
552 325 91
323 975 46
660 997 15
53 866 83
503 108 50
19 16 88
74 219 15
4 277 92
474 124 29
67 2 9
599 367 14
155 786 57
875 697 81
308 335 73
246 550 90
166 936 57
746 658 25
626 465 29
644 592 68
854 105 24
591 662 32
704 27 87
727 63 67
611 38 94
15 450 9
770 51 15
361 49 8
226 535 61
655 678 77
106 519 64
926 665 56
321 710 61
578 853 81
866 287 4
903 991 7
237 426 5
533 205 40
400 313 14
88 675 6
436 365 34
327 418 90
65 959 57
439 613 57
756 939 90
277 62 42
310 754 25
373 196 97
855 669 62
804 323 18
700 808 31
467 841 31
556 252 100
667 343 30
6 356 40
825 103 80
971 848 50
942 312 85
182 274 48
636 826 92
292 954 41
544 45 31
386 648 62
669 223 80
963 773 28
647 529 61
488 54 18
853 555 52
626 80 14
161 68 22
507 281 35
676 146 35
297 727 16
399 562 71
344 565 2
32 612 30
45 469 14
729 655 94
197 306 84
619 29 95
100 43 3
347 73 6
426 661 47
791 317 74
271 422 92
219 68 56
312 638 86
849 45 76
218 291 79
73 267 16
579 891 53
992 45 99
774 296 6
965 363 58
775 195 30
229 793 55
79 557 54
121 47 70
996 295 50
273 845 93
153 603 5
190 357 3
157 20 30
632 901 55
511 676 97
169 614 44
359 98 9
241 462 30
298 79 100
340 528 34
478 28 37
493 47 92
18 891 78
174 348 4
424 445 31
824 154 69
241 662 41
550 973 100
233 574 88
633 599 95
924 604 90
877 620 81
371 885 59
774 283 100
429 579 82
688 532 68
591 175 45
879 721 16
982 582 44
596 969 68
920 932 28
383 449 8
627 837 1
5 708 30
358 287 47
244 579 40
228 955 8
660 95 10
15 242 54
356 194 91
235 78 39
960 88 9
390 762 95
754 695 57
831 246 37
590 141 76
281 767 92
322 143 41
914 310 44
437 551 25
418 523 43
545 443 62
568 100 87
164 797 70
827 572 41
300 239 26
833 186 62
916 262 6
594 612 28
759 674 96
736 194 90
20 909 47
685 447 83
758 663 83
812 831 73
592 789 81
399 814 6
112 622 47
559 95 41
869 855 87
550 483 87
378 611 38
405 27 45
283 802 67
797 257 2
888 327 71
553 329 68
395 747 80
237 629 74
771 773 90
18 580 50
